ID	States_number	Prod_of_ZEB1	Prod_of_miR200	Prod_of_PDL1	Prod_of_CDH1	Prod_of_SLUG	Deg_of_ZEB1	Deg_of_miR200	Deg_of_PDL1	Deg_of_CDH1	Deg_of_SLUG	Trd_of_miR200ToZEB1	Num_of_miR200ToZEB1	Inh_of_miR200ToZEB1	Trd_of_ZEB1ToZEB1	Num_of_ZEB1ToZEB1	Act_of_ZEB1ToZEB1	Trd_of_CDH1ToZEB1	Num_of_CDH1ToZEB1	Inh_of_CDH1ToZEB1	Trd_of_SLUGToZEB1	Num_of_SLUGToZEB1	Act_of_SLUGToZEB1	Trd_of_ZEB1TomiR200	Num_of_ZEB1TomiR200	Inh_of_ZEB1TomiR200	Trd_of_SLUGTomiR200	Num_of_SLUGTomiR200	Inh_of_SLUGTomiR200	Trd_of_miR200ToPDL1	Num_of_miR200ToPDL1	Inh_of_miR200ToPDL1	Trd_of_PDL1ToCDH1	Num_of_PDL1ToCDH1	Inh_of_PDL1ToCDH1	Trd_of_ZEB1ToCDH1	Num_of_ZEB1ToCDH1	Inh_of_ZEB1ToCDH1	Trd_of_SLUGToCDH1	Num_of_SLUGToCDH1	Inh_of_SLUGToCDH1	Trd_of_miR200ToSLUG	Num_of_miR200ToSLUG	Inh_of_miR200ToSLUG	Trd_of_SLUGToSLUG	Num_of_SLUGToSLUG	Act_of_SLUGToSLUG
4145	3	83.23354	72.278684	20.425394	95.074994	73.930542	0.555812	0.489477	0.332852	0.200722	0.398766	3.286123	5	0.019551	1.388746	3	52.406671	3.339466	1	0.012292	5.165968	3	66.077113	1.455063	1	0.480151	12.767536	4	0.046943	1.370888	6	0.013261	29.651792	1	0.022539	1.067679	3	0.011642	5.143521	3	0.018748	8.178778	3	0.019494	3.903208	3	39.282882
4147	3	15.608014	97.566579	1.66361	70.969664	52.438921	0.691157	0.945187	0.566623	0.255586	0.421249	0.616271	1	0.027826	1.171906	6	76.23244	2.358278	6	0.022604	4.152013	6	32.281648	0.191665	4	0.01587	2.463824	5	0.046827	3.360749	5	0.011535	28.322544	1	0.064518	0.815631	2	0.035859	14.967259	5	0.045282	10.877938	3	0.031801	11.813003	5	24.30836
4158	3	53.372061	74.136571	21.560823	49.857651	36.466024	0.468476	0.614298	0.780793	0.248929	0.40199	1.953752	4	0.098832	0.897042	2	40.791249	0.259293	3	0.042633	1.85067	5	56.436943	1.189529	3	0.024645	7.838239	5	0.021524	0.523222	5	0.011166	37.537559	4	0.019012	1.143429	3	0.011292	16.867116	6	0.011724	10.870703	6	0.018376	14.781981	1	14.562223
4161	3	68.727395	3.058021	46.349664	98.18635	45.808066	0.754404	0.401046	0.734402	0.820015	0.15371	5.276261	4	0.022175	0.24347	6	82.343381	1.424442	2	0.013655	1.596066	1	66.915328	0.043689	5	0.022424	16.590064	1	0.017577	2.267028	2	0.015063	32.660634	4	0.010189	0.731129	5	0.012973	1.897107	1	0.011594	0.604222	5	0.059585	8.452547	2	67.419374
4163	3	77.872699	47.48259	23.013153	64.066682	70.208486	0.821661	0.671383	0.983591	0.683915	0.349516	6.593031	3	0.011526	1.175364	5	39.326569	1.858349	2	0.098935	4.046026	3	78.427964	0.718071	6	0.01686	13.272899	5	0.023414	4.130676	5	0.268658	22.68706	1	0.030044	0.042324	3	0.012607	8.698191	4	0.027344	2.646497	5	0.044109	3.662675	6	12.248031
4164	3	65.837067	13.477167	85.281755	91.253641	70.657136	0.733358	0.812966	0.926423	0.692226	0.59295	3.635015	1	0.195816	0.84733	2	26.388857	0.190115	5	0.03059	1.383452	2	19.446639	1.581334	4	0.071939	8.947342	1	0.011187	0.325017	5	0.011877	44.861182	2	0.028073	0.936296	2	0.0164	5.304872	5	0.030871	10.762603	3	0.016385	14.695936	3	66.035302
4167	3	35.625819	24.72303	26.088851	42.901242	95.11769	0.749597	0.440256	0.642865	0.785002	0.842612	3.179729	4	0.021438	0.49433	5	44.808898	2.740197	1	0.022755	12.58326	2	93.329789	0.322419	2	0.011717	5.458112	1	0.106677	9.224309	2	0.099572	17.256382	1	0.084638	0.369205	5	0.014678	11.455903	5	0.151957	13.55087	6	0.114476	15.491914	6	69.899712
4168	3	54.173684	49.628624	12.542199	21.966821	22.201676	0.63872	0.650954	0.60448	0.428164	0.751009	8.661594	3	0.042961	1.077427	1	79.940017	0.132884	3	0.010228	14.074486	4	39.359924	0.098815	3	0.010258	7.36161	3	0.014137	1.285977	6	0.012796	26.292583	4	0.083568	0.168896	3	0.014488	0.293051	3	0.04734	9.921408	4	0.017912	9.202853	1	1.401181
4182	3	24.785526	10.903558	3.156606	80.71115	30.005747	0.597317	0.379202	0.562687	0.977532	0.353418	10.218702	2	0.010424	0.400547	6	67.937566	2.143273	5	0.040209	12.556796	1	33.843283	0.972911	6	0.010474	7.916925	4	0.035611	2.309227	1	0.032917	35.437859	5	0.056242	0.989059	4	0.012617	1.342454	1	0.0337	5.90317	6	0.016708	18.137258	6	3.998301
4183	3	37.48984	61.199278	49.283517	67.560837	62.086896	0.918399	0.840298	0.888756	0.37843	0.934474	6.259679	4	0.012723	0.989445	5	36.03281	0.088176	3	0.03546	12.852754	1	10.610497	0.903976	2	0.062934	10.886791	6	0.011865	5.23226	4	0.010507	44.553843	4	0.01509	0.958202	4	0.010062	11.698227	6	0.02309	12.099968	6	0.058439	3.536805	6	33.4203
4193	3	82.04617	74.700866	84.025412	41.880308	41.313078	0.819287	0.695711	0.591496	0.209475	0.755473	8.1565	1	0.011345	1.441313	6	29.041801	3.350588	5	0.010561	12.444528	2	21.456831	0.65342	1	0.081774	3.057518	4	0.013765	10.821383	6	0.017875	40.208724	2	0.125188	0.166798	2	0.023635	11.043092	6	0.553093	5.478904	5	0.010315	14.73777	4	64.301423
4194	3	6.780153	37.965262	54.267681	94.771698	98.193295	0.151014	0.85562	0.736216	0.447449	0.987713	0.889509	3	0.010479	1.440667	3	17.633129	3.708667	6	0.011118	11.899023	1	78.855554	1.061357	1	0.015387	8.612903	4	0.060576	2.415829	4	0.048522	32.198699	5	0.046123	1.473352	4	0.032601	4.498004	3	0.011012	7.88943	3	0.035721	8.997271	5	27.364723
4198	3	51.589323	70.76285	44.280512	96.466749	64.993723	0.951991	0.599539	0.790147	0.533459	0.933113	10.585058	2	0.039429	0.941701	4	88.434079	0.429886	5	0.0122	9.03258	6	98.477988	1.37882	3	0.013379	8.619256	4	0.02105	3.077504	6	0.022133	10.973821	1	0.012401	1.575308	6	0.015131	6.094157	1	0.013774	3.135444	6	0.125561	6.753013	2	80.350112
4200	3	51.801173	92.663932	21.827964	17.707236	42.373519	0.142901	0.88569	0.971087	0.898946	0.547666	11.898931	5	0.010924	0.996256	3	20.619942000000002	0.415376	1	0.021594	8.484621	2	30.615599	1.303768	2	0.0367	10.151698	4	0.012047	12.83233	4	0.087419	36.285603	4	0.01004	1.119993	6	0.011415	11.133861	6	0.094785	3.508711	6	0.023905	12.198745	4	38.487767
4201	3	49.137176	20.680621	14.419004	96.58476	6.279597	0.795292	0.142883	0.195586	0.85924	0.171824	12.00104	5	0.015811	0.488717	3	56.076238	3.074422	4	0.018814	1.29991	3	19.609591000000002	0.207301	6	0.010823	13.660152	1	0.013036	10.217934	4	0.016854	42.968519	2	0.016089	0.518447	2	0.034666	0.187072	1	0.083446	11.042183	2	0.015477	9.441591	2	56.758306
4203	3	46.702952	78.030338	28.594163000000002	90.02146	35.966977	0.105438	0.31022	0.974962	0.16487	0.763037	1.249185	5	0.032971	0.685844	3	76.311054	1.284627	3	0.020143	4.210599	2	31.576874	1.406297	4	0.012312	1.283773	5	0.011446	4.583132	1	0.01515	19.444808	3	0.022288	0.442549	2	0.017888	13.486171	6	0.010314	10.233439	5	0.021966	14.08336	2	2.014456
4205	3	67.046021	94.634143	14.766403	46.163229	90.380862	0.600197	0.443764	0.285508	0.713046	0.158476	9.452314	4	0.036388	1.043736	1	54.532489	2.171769	4	0.046891	13.484875	1	94.64127	1.298615	2	0.064427	7.126515	1	0.015522	11.648628	4	0.018657	27.971383	4	0.012546	0.92651	5	0.012188	5.410858	4	0.010869	11.289688	3	0.01815	1.924837	6	91.691121
4206	3	78.764598	34.726777	99.761901	87.964584	45.355222	0.834949	0.634856	0.81788	0.622161	0.76097	8.088558	4	0.017829	0.107124	1	27.910368	3.325426	1	0.014833	8.76399	3	7.149034	0.709617	5	0.012488	4.807974	4	0.31688499999999997	7.003343	1	0.093178	50.372069	2	0.04829	0.598426	1	0.012117	11.230937	2	0.081738	10.14815	1	0.018791	15.676027	2	63.828171
4211	3	63.162013	94.67345	79.12721	63.297893	38.582664	0.5126	0.592909	0.648159	0.686717	0.577892	10.293844	3	0.113366	1.473172	6	85.204681	1.014641	1	0.151652	0.724266	6	85.511687	1.405354	5	0.020212	1.956167	1	0.013924	11.256551	5	0.013359	54.347657	5	0.022193	0.127966	6	0.019017	11.900968	1	0.032201	7.248766	3	0.047137	13.612988	5	61.138243
4213	3	53.785796	26.474584	54.580743	72.687885	73.526778	0.620796	0.316564	0.652888	0.258172	0.19553	1.691223	5	0.015456	1.001826	5	92.198519	0.337955	4	0.010762	12.95313	2	14.737298	1.021185	3	0.03309	1.410318	4	0.010673	11.189854	1	0.038731	54.235962	6	0.015145	0.961392	4	0.019902	7.73235	4	0.125911	12.740876	5	0.027976	2.111171	6	18.100784
4214	3	41.727169	45.648726	80.699419	5.022304	87.185165	0.889691	0.173075	0.276762	0.825155	0.692544	3.062148	5	0.017789	1.147223	5	74.196853	2.850902	4	0.043616	9.657833	5	37.929537	0.947611	2	0.037999	9.90262	5	0.1125	10.218565	3	0.010229	11.420963	1	0.049717	1.517794	4	0.037491	8.328997	2	0.029267	8.931612	6	0.0666	4.220714	5	45.195364
4218	3	64.417683	55.930344	4.27373	37.622612	53.727545	0.936655	0.935641	0.960385	0.63141099999999994	0.494452	1.484663	6	0.017076	0.990505	5	27.345943	0.51213	5	0.01732	0.373922	4	89.47964	0.314862	4	0.034382	7.945912	5	0.012112	6.588098	3	0.013036	0.569004	5	0.011886	0.0304	2	0.034632	18.194515	2	0.010291	9.340165	6	0.070499	11.111629	5	70.365703
4219	3	94.105075	12.498933	41.551743	42.935552	45.891694	0.334152	0.755133	0.549752	0.922157	0.923726	12.113429	5	0.016813	0.659707	1	23.305555	1.962829	3	0.021721	17.654752	3	30.875619	1.441094	2	0.239244	1.390277	1	0.02478	9.377893	1	0.019369	48.845716	2	0.042763	0.257591	4	0.041354	5.598821	6	0.019381	11.659323	6	0.017223	17.148675	5	33.885179
4230	3	5.911529	9.775461	36.296718	11.312998	53.177364	0.734885	0.386524	0.791874	0.511684	0.698708	5.853918	4	0.026907	1.209678	6	89.288946	1.781714	6	0.033977	1.901693	3	21.020981	0.299217	1	0.020073	3.682394	4	0.015047	1.350181	5	0.010297	16.815094	4	0.011472	1.192265	1	0.165121	8.126463	4	0.020975	5.739084	4	0.017317	6.026369	5	82.429186
4233	3	65.046927	14.783466	77.82917	44.985384	94.402929	0.754957	0.257225	0.212374	0.785246	0.173133	1.007774	4	0.016418	0.545648	5	47.161734	2.016798	5	0.012746	11.582061	1	5.677854	1.468474	5	0.037064	7.467371	2	0.112946	2.932017	4	0.029362	52.601939	2	0.650794	0.39387	4	0.017505	12.147672	1	0.025847	5.195327	6	0.02696	13.683285	4	22.881797
4234	3	45.182087	13.896235	21.829792	26.812424	14.984846	0.241774	0.87197	0.711939	0.793046	0.532418	4.409179	5	0.011317	0.676184	6	43.775903	3.702723	5	0.010551	10.934957	5	77.708708	1.399173	4	0.010065	2.075776	1	0.018925	9.903974	2	0.091499	6.152279	2	0.015031	0.863549	5	0.023464	12.674321	3	0.085886	12.710497	5	0.015873	12.865316	3	78.521884
4235	3	89.988338	66.064894	71.606668	51.821962	34.392655	0.289552	0.466126	0.194885	0.140148	0.402456	7.431808	3	0.011809	0.84530400000000006	5	72.795703	1.801653	4	0.013738	13.215017	5	85.453189	0.698399	4	0.021425	6.985489	4	0.011649	6.405892	5	0.012974	53.148024	5	0.011133	0.98728	3	0.015991	0.833502	6	0.101188	2.887145	6	0.011873	13.620065	5	54.222037
4236	3	72.758174	87.532553	84.681005	66.45559	98.68282	0.531458	0.936898	0.742364	0.109837	0.228985	10.065433	5	0.012793	0.037156	2	6.190059	3.826628	1	0.029114	12.186102	5	55.008469	0.522578	6	0.0135	9.477365	1	0.011746	7.766156	5	0.071739	43.620413	5	0.01308	0.307922	5	0.010021	0.804276	4	0.017306	6.320898	3	0.012332	0.48215	4	97.594182
4237	3	45.082143	19.238978	69.538128	56.138766	94.749203	0.468917	0.296096	0.687663	0.492482	0.493988	4.056719	4	0.012424	0.476296	3	16.510366	2.294718	1	0.016427	17.031034	2	57.055552	0.851123	1	0.02552	16.978286	4	0.080963	7.694331	1	0.02463	49.221345	1	0.164866	1.274565	4	0.010204	5.21963	1	0.010814	10.505975	5	0.013753	1.275346	6	79.815942
4243	3	98.956455	14.343855	52.487789	14.279727	17.990312	0.408528	0.499687	0.279414	0.377358	0.632651	11.935786	6	0.028184	1.324405	4	18.393699	3.759354	4	0.057185	3.480538	6	58.991045	1.185116	1	0.010892	7.308699	6	0.080532	12.877856	4	0.013332	11.173589	6	0.040063	1.494929	2	0.040922	5.208401	3	0.0267	8.072364	3	0.010994	9.736633	3	33.336757
4253	3	86.804477	47.448984	64.771889	75.066247	43.142234	0.269199	0.553021	0.482621	0.77489	0.121182	2.16619	5	0.018671	0.447953	5	11.992692	0.728893	6	0.021805	1.933463	2	6.716597	1.093205	3	0.010363	8.999931	6	0.121123	2.345243	4	0.036078	10.198685	3	0.012081	0.721036	5	0.077765	7.253538	2	0.014065	10.189426	3	0.013222	15.00912	2	15.896231
4258	3	70.002214	55.442576	40.729426	14.084068	82.185107	0.963798	0.947112	0.467262	0.161013	0.715131	11.869329	5	0.02009	0.408839	5	86.216801	2.126661	4	0.012943	14.145412	5	97.570988	0.393886	4	0.019652	15.730426	2	0.049178	3.338103	3	0.010117	38.39935	1	0.012444	0.690503	2	0.019343	12.884607	2	0.011383	0.196488	3	0.160053	11.032006	1	73.654893
4261	3	81.430881	82.446092	34.526836	96.526297	83.303743	0.399306	0.848128	0.341161	0.249719	0.211278	3.763581	4	0.022524	1.53026	6	70.990682	3.00009	1	0.108496	14.247352	5	44.377686	0.342817	4	0.010555	7.40712	1	0.174153	2.471784	2	0.011154	39.493007	6	0.234629	0.158291	6	0.010058	8.963508	6	0.010638	8.776992	2	0.010074	10.167891	6	83.117043
4267	3	7.978897	85.38412	81.672024	77.577431	25.769571	0.761468	0.906843	0.112552	0.515074	0.53069	7.49835	5	0.090542	0.650078	4	91.157866	2.396378	3	0.052916	18.326737	1	28.344156	0.59573	1	0.039121	14.667328	5	0.016971	10.395241	1	0.016148	33.997923	1	0.071643	1.494469	2	0.01432	18.10191	6	0.699453	11.299118	5	0.09536	3.773718	4	30.356977
4275	3	10.643801	8.711522	10.135093	19.480034	17.772374	0.855192	0.674919	0.67665	0.707986	0.667187	7.873579	2	0.016279	1.221876	2	78.386532	1.981093	5	0.07083	6.435	1	86.775662	0.553217	4	0.026611	4.818145	5	0.031943	3.269429	3	0.025634	45.059758	2	0.01112	0.607651	3	0.025936	14.768451	1	0.016398	12.714057	6	0.029345	11.744512	6	54.199469
4277	3	57.61364	49.231768	57.025594	2.687605	93.351803	0.109364	0.169525	0.308212	0.855371	0.85619	10.516787	3	0.027593	1.392032	6	95.298414	2.508165	5	0.013092	15.551691	6	80.671162	1.228804	4	0.015135	2.560641	5	0.224617	6.972555	4	0.01666	15.358189	1	0.011603	1.077608	2	0.03451	0.978135	2	0.041546	13.214943	2	0.018981	14.225589	5	54.204771
4284	3	11.151949	58.00389	17.247981	80.877296	23.406049	0.249966	0.606737	0.488021	0.303684	0.681914	7.793321	6	0.01451	0.093594	4	63.056071	2.399164	4	0.012881	15.614306	3	11.021284	0.581715	2	0.017961	14.442048	1	0.027112	2.75928	1	0.037524	3.238276	5	0.015471	1.415237	3	0.01745	16.81624	4	0.012437	0.36076	1	0.03113	1.806477	3	25.178988
4292	3	75.396112	91.119914	64.104429	46.150507	86.763235	0.75114	0.73713	0.282988	0.46903	0.824306	0.299728	4	0.025834	0.920974	3	55.763279	0.585664	4	0.059901	5.581961	1	44.349237	0.491492	1	0.020411	14.700318	4	0.040407	12.267332	1	0.054795	38.899765	1	0.018697	0.320868	5	0.011335	7.244624	6	0.019528	7.287013	5	0.057378	17.718263	2	71.400887
4303	3	11.644393	80.726439	11.481431	44.523013	87.617164	0.844735	0.168619	0.873033	0.759337	0.283955	0.648774	1	0.017724	1.453741	3	63.078674	1.11463	5	0.020544	9.448877	4	89.36736	0.559036	1	0.025959	12.423055	2	0.010839	10.699802	2	0.020106	29.262851	2	0.01264	0.548472	3	0.018256	15.970967	4	0.025805	8.43939	4	0.032434	0.447561	2	64.591727
4304	3	67.72462	98.851754	98.207473	60.194155	62.361223	0.609803	0.74705	0.645491	0.17126	0.667144	0.734864	3	0.010625	1.22408	5	54.505755	0.992639	2	0.030763	3.519398	1	69.364665	0.497912	6	0.069857	9.734784	5	0.015348	11.902913	6	0.01625	39.958166	3	0.016502	1.544023	6	0.04468	18.194503	3	0.020317	11.993387	3	0.015073	5.306809	5	4.771029
4310	3	16.442897	79.552192	23.000267	34.432289	68.414333	0.894434	0.85273	0.135549	0.468178	0.329602	3.134556	6	0.029039	1.109542	6	73.359832	1.916247	3	0.011683	1.696868	4	25.276034	1.506605	5	0.09792	11.12767	5	0.010106	8.930108	1	0.019027	46.195443	6	0.013345	0.955732	3	0.011265	15.023182	5	0.017519	1.726997	4	0.010949	13.790731	6	45.268664
4311	3	88.842973	99.034825	61.315613	6.179756	83.515913	0.384145	0.24376	0.667576	0.406182	0.42951	10.076932	2	0.081675	1.056463	3	20.330813	3.69129	1	0.03058	2.548858	2	41.687093	0.26699	1	0.064363	1.712518	3	0.068835	12.552002	3	0.013161	30.16583	1	0.056428	0.634672	6	0.033915	12.270936	5	0.027892	10.146758	6	0.058728	17.316231	6	12.033284
4318	3	26.490621	32.73314	75.026752	55.250885	17.746154	0.242223	0.536557	0.903915	0.583323	0.152867	8.197144	1	0.012421	1.47903	3	5.737911	3.749277	4	0.040142	12.513238	6	13.881142	0.684236	4	0.033654	1.617203	2	0.01629	13.320521	5	0.015647	41.33245	6	0.048774	0.089004	5	0.016349	4.587906	1	0.010025	0.273133	5	0.014864	3.00071	2	51.080286
4320	3	83.668623	84.521376	65.088728	68.281519	81.930704	0.907209	0.308352	0.980031	0.446725	0.686087	8.522633	5	0.010915	1.528011	3	50.423307	0.213047	1	0.055912	10.560071	6	41.941176	0.13151	4	0.016982	9.708602	2	0.049071	0.220923	2	0.023277	17.103698	5	0.014774	1.326173	1	0.019788	14.572375	2	0.03044	13.120489	4	0.038822	2.682268	5	6.056857
4325	3	94.984271	38.673116	80.43218	87.943366	92.581089	0.487163	0.568239	0.323537	0.989702	0.298462	6.368479	5	0.01397	1.196305	5	63.886253	3.050358	3	0.018276	7.48995	4	7.28107	0.131643	6	0.013202	11.943772	2	0.12774	4.236355	1	0.04269	23.070193	3	0.436515	1.411761	6	0.016086	5.268895	6	0.037128	0.206478	1	0.02348	12.188067	3	75.995756
4328	3	55.19068	27.414712	13.388492	51.099314	43.927123	0.487022	0.100732	0.276598	0.725783	0.916985	2.266346	1	0.018119	0.328759	3	36.137395	0.924542	3	0.013504	12.564377	5	24.948654	0.028735	6	0.015123	2.4071379999999998	5	0.016286	1.613584	1	0.011324	49.352741	2	0.013884	0.709225	3	0.021723	16.120199	4	0.026351	6.316563	3	0.097462	8.514715	1	53.66887
4330	3	66.457265	26.403202	96.622705	11.623784	27.524818	0.757735	0.812241	0.371235	0.196145	0.931652	12.336934	1	0.020906	0.338039	4	75.457449	0.177459	4	0.013047	12.026409	1	31.460289	0.458597	4	0.049515000000000003	5.135202	6	0.037425	1.881744	5	0.01022	3.912946	5	0.177162	0.315488	2	0.018201	16.161243	6	0.011376	1.699479	6	0.073469	8.834169	1	72.852121
4337	3	32.395056	58.073943	65.525921	96.724478	38.999135	0.389611	0.692042	0.231667	0.484465	0.443159	2.483449	6	0.080318	1.164807	3	7.930537	2.880286	1	0.051204	16.61576	5	1.490755	0.435038	4	0.015665	3.673777	1	0.012366	3.996798	6	0.035771	7.333091	4	0.013763	0.81762	5	0.012423	6.006569	5	0.062535	5.485001	1	0.038382	15.652391	3	77.279658
4347	3	87.093008	38.080477	50.191504	13.789898	26.317271	0.249262	0.547842	0.728779	0.99237	0.960159	5.139177	1	0.0213	0.87115	5	27.457913	0.249188	5	0.017964	12.228836	5	63.794196	0.61648	5	0.021484	12.705165	5	0.245148	11.430041	1	0.015752	13.690024	6	0.248758	1.282595	2	0.013095	14.463364	2	0.026425	7.5840630000000004	1	0.29508	1.831681	6	97.134456
4348	3	35.194203	89.933068	45.620365	43.637232	94.754582	0.806393	0.797844	0.708124	0.950028	0.990467	12.300329	4	0.021513	0.652966	3	81.052249	3.325637	4	0.047749	8.577305	6	75.440989	0.718106	2	0.0311	15.224791	5	0.014854	1.654929	1	0.016247	31.139387	6	0.031825	0.203219	5	0.016107	18.26699	6	0.028999	10.023557	5	0.011385	0.515369	5	64.608714
4355	3	3.056771	11.258807	63.10986	63.414464	96.177283	0.602574	0.572787	0.61453	0.737124	0.187186	12.042195	6	0.020678	0.968143	3	67.172301	2.514593	1	0.017394	11.385027	4	20.385272	0.434197	2	0.018065	15.985108	1	0.012499	11.619297	3	0.016822	33.849733	3	0.018773	0.337445	3	0.016921	9.212916	5	0.010779	6.030229	3	0.018643	15.522093	6	43.405252
4356	3	11.570994	69.279743	84.503077	85.339401	78.261277	0.552323	0.648145	0.325025	0.197411	0.202164	5.03004	5	0.017484	1.527909	2	55.50656	1.278792	6	0.075043	2.124539	4	58.953121	0.289646	6	0.014143	10.487553	2	0.068009	10.104294	6	0.020677	49.030899	4	0.023781	0.992616	5	0.030658	2.057628	1	0.023425	11.590411	4	0.095846	5.549873	5	37.142054
4357	3	35.082838	18.395532	36.318298	72.585785	82.30683	0.616422	0.169899	0.30417	0.489078	0.806484	1.420721	3	0.099066	0.996777	2	21.382845	3.365745	4	0.043023	16.636733	1	8.23721	1.080509	1	0.011768	2.360755	3	0.012063	3.830747	3	0.012778	21.324267	5	0.047277	0.782755	1	0.021034	3.730393	6	0.010691	3.583434	6	0.024582	0.939129	2	28.580021
4358	3	74.148916	67.450817	33.574539	99.664848	45.013461	0.813438	0.315966	0.975	0.68389	0.107281	5.548231	4	0.029923	0.279512	3	28.64357	3.036201	4	0.015705	18.180407	5	11.539854	1.153586	5	0.014864	18.176417	4	0.020721	11.709087	2	0.666879	18.23322	5	0.015946	0.174941	3	0.014407	0.878823	1	0.014461	0.739978	5	0.014675	16.562298	3	97.72875
4367	3	93.14245	48.159056	63.398126	78.662112	19.080122	0.392043	0.608272	0.524464	0.470503	0.568627	7.533158	1	0.011391	0.995716	4	64.765228	3.072098	3	0.011435	6.982361	2	7.046325	0.863823	5	0.015431	10.573548	5	0.048086	5.703644	2	0.013959	4.338115	1	0.036626	0.902659	5	0.061454	2.58146	3	0.042747	9.981127	2	0.02543	9.383949	5	49.87145
4370	3	45.008941	19.946028	18.820808	37.412682	78.660831	0.862491	0.281603	0.823352	0.77677	0.149885	12.424488	3	0.010187	0.100829	3	25.848526	1.140603	6	0.013494	9.500843	6	30.129532	0.452119	2	0.010989	10.029495	2	0.017731	4.084765	6	0.032873	24.143905	3	0.01713	0.971656	5	0.037443	9.892026	1	0.589946	0.317919	2	0.01532	16.182209	1	14.357596
4373	3	10.6303	52.852144	5.407155	38.265053	25.583869	0.13303	0.549992	0.911951	0.642888	0.622012	10.003024	2	0.010931	0.145225	1	11.586274	3.164005	3	0.02878	17.167996	2	87.582051	0.714557	5	0.011214	0.387239	4	0.159716	5.893205	6	0.026718	2.465394	2	0.010711	0.180686	6	0.03229	5.478631	4	0.013041	8.394011	3	0.013512	15.062039	3	24.454416
4375	3	8.2202	70.466263	2.937673	37.108537	85.14785	0.507548	0.356484	0.583635	0.28204	0.428719	12.68875	3	0.052577	1.006172	4	46.112819	1.736617	4	0.026874	4.729606	2	26.959013	0.335167	4	0.041149	7.514747	2	0.017542	4.526503	2	0.013873	44.172269	4	0.018835	0.780998	3	0.248958	9.327943	6	0.014641	10.049163	5	0.044588	10.770075	4	95.358207
4377	3	92.118246	38.710337	22.445753	34.606683	51.842187	0.485878	0.81317	0.910479	0.28593	0.703793	4.981351	6	0.015042	0.105668	1	40.81267	1.790232	5	0.012934	0.728219	4	68.40374	0.176251	6	0.093619	13.734834	6	0.011474	9.832193	1	0.021586	0.91261	2	0.252288	0.534089	5	0.024009	16.473628	5	0.01031	4.148698	3	0.042352	12.339757	3	50.030607
4388	3	27.642803	49.153153	93.202879	48.408126	35.649322	0.535267	0.627892	0.538766	0.584317	0.510846	12.911952	4	0.012678	0.603927	2	39.792672	3.753012	3	0.018863	9.702137	1	89.862048	1.152638	5	0.016014	4.670593	6	0.010874	9.733892	4	0.01407	51.633364	5	0.279799	1.309609	5	0.014198	8.107095	6	0.017205	8.343338	4	0.069104	12.546823	3	33.346968
4392	3	7.865344	47.062942	69.689474	71.840332	28.643651	0.276054	0.760715	0.545421	0.425441	0.83785	8.758654	4	0.018518	0.76542	5	14.581187	0.275809	3	0.032304	16.68182	6	73.360129	1.363127	1	0.040374	14.605265	3	0.035651	2.483344	4	0.010596	21.424791	1	0.014318000000000001	0.231172	1	0.017426	13.515204	1	0.011102	12.2269	5	0.012822	1.145628	3	69.456402
4393	3	36.772746	13.877625	28.703354	1.051293	6.906039	0.910641	0.296112	0.357181	0.411393	0.12494	2.767628	1	0.015318	0.53736	5	5.031988	3.358112	2	0.012181	3.098416	2	4.670375	0.163208	3	0.018353	5.035181	2	0.055097	1.313834	6	0.014717	32.050142	3	0.030618	0.641911	3	0.097615	12.856475	4	0.011247	3.267061	3	0.015803	11.242048	4	49.305955
4402	3	1.796313	44.909622	24.516248	73.60489	24.487003	0.252131	0.470241	0.469585	0.36038	0.257698	12.944104	6	0.013946	1.179584	5	46.482428	3.78223	5	0.043804	7.170215	5	67.762232	0.048509	5	0.013048	7.039363	2	0.011324	2.611053	3	0.011673	47.423591	3	0.03689	0.548281	1	0.017979	10.186284	4	0.011999	5.705567	1	0.040483	14.227657	6	85.781923
4411	3	12.339796	17.283644	1.657899	65.288605	99.866166	0.325339	0.534492	0.320004	0.360859	0.957103	8.606548	2	0.034529	1.152392	1	68.185472	2.366647	2	0.016616	6.596247	1	93.637632	1.069127	3	0.15011	7.472145	4	0.015112	0.345223	1	0.532966	20.643993	2	0.161771	1.03718	6	0.017543	12.688809	1	0.050798	8.417227	3	0.033078	9.317196	3	32.377177
4413	3	63.831152	65.449242	35.253665	3.532476	23.797542	0.759365	0.94737	0.191241	0.26538	0.8214	10.636284	5	0.017952	1.539904	6	50.448467	3.39597	6	0.016395	0.634271	1	14.304717	1.396981	6	0.042712	14.7728	1	0.054514	13.370049	2	0.014943	35.571297	5	0.011593	1.023845	6	0.078572	11.165725	2	0.019734	6.352983	6	0.137523	11.623351	3	15.307849
4416	3	10.782986	18.025992	11.538469	73.534046	75.215406	0.928393	0.230885	0.241982	0.356108	0.446266	7.583719	4	0.011744	0.751522	5	19.976818	1.967985	2	0.020818	2.82519	3	9.414648	0.592936	3	0.015542	2.571473	2	0.012905	2.223421	6	0.014308	46.169188	3	0.011476	1.494733	3	0.010443	10.114549	2	0.028009	9.410203	3	0.010066	11.806201	3	28.64227
